src_ip,dst_ip,src_port,dst_port,proto,ip_version,service,duration,total_packets,total_bytes,a_to_b_packets,b_to_a_packets,a_to_b_bytes,b_to_a_bytes,a_to_b_packet_ratio,b_to_a_packet_ratio,packets_per_second,bytes_per_second,min_pkt_size,max_pkt_size,mean_pkt_size,std_pkt_size,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_rst_count,tcp_psh_count,src_is_private,dst_is_private,both_private
240e:393:3219:9550:709f:cf42:167a:72bc,240e:f7:8e00:44a:303::a,56610,443,tcp,ipv6,https,8.113043069839478,8,628,4,4,320,308,0.5,0.5,0.9860665019442928,77.40622040262699,74,98,78.5,8.351646544245034,2,6,2,1,0,0,0,0
115.238.230.12,192.168.1.173,443,56417,tcp,ipv4,https,8.105286121368408,8,486,4,4,246,240,0.5,0.5,0.9870101906592986,59.96086908255239,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.226,192.168.1.173,443,56345,tcp,ipv4,https,8.094027996063232,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.359026680578591,81.54160083471547,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
122.228.79.54,192.168.1.173,443,56386,tcp,ipv4,https,8.083657026290894,9,546,5,4,306,240,0.5555555555555556,0.4444444444444444,1.1133574780237259,67.54368700010603,54,78,60.666666666666664,7.180219742846012,2,7,2,1,0,0,1,0
115.238.230.15,192.168.1.173,443,56868,tcp,ipv4,https,8.066946029663086,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.8677385437140892,52.80808851745743,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.79.55,192.168.1.173,443,56366,tcp,ipv4,https,8.065047979354858,8,486,4,4,246,240,0.5,0.5,0.9919345824697671,60.26002588503835,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.51,192.168.1.173,443,56389,tcp,ipv4,https,8.063522100448608,8,486,4,4,246,240,0.5,0.5,0.9921222885412474,60.27142902888078,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.225,192.168.1.173,443,56335,tcp,ipv4,https,8.056772947311401,8,486,4,4,246,240,0.5,0.5,0.9929533886975992,60.321918363379154,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.230,192.168.1.173,443,56317,tcp,ipv4,https,8.048036098480225,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.3667930741609395,82.00758444965638,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
115.238.230.11,192.168.1.173,443,56749,tcp,ipv4,https,8.036949872970581,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.8709771879431534,53.00518315196904,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.79.53,192.168.1.173,443,56677,tcp,ipv4,https,8.034841060638428,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.871205783309396,53.01909481282896,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.195.18,192.168.1.173,443,56420,tcp,ipv4,https,8.034587144851685,8,486,4,4,246,240,0.5,0.5,0.9956952181576814,60.48848450307914,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.14,192.168.1.173,443,56411,tcp,ipv4,https,8.030724048614502,8,486,4,4,246,240,0.5,0.5,0.9961741869813342,60.51758185911605,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
240e:393:3219:9550:709f:cf42:167a:72bc,240e:f7:8e00:44a:303::b,56605,443,tcp,ipv6,https,8.022145986557007,8,628,4,4,320,308,0.5,0.5,0.9972393937240587,78.2832924073386,74,98,78.5,8.351646544245034,2,6,2,1,0,0,0,0
122.228.79.50,192.168.1.173,443,56681,tcp,ipv4,https,8.01663589477539,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.8731842248894011,53.13949711469784,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.11,192.168.1.173,443,56406,tcp,ipv4,https,8.000731945037842,8,486,4,4,246,240,0.5,0.5,0.9999085152404967,60.74444230086018,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.12,192.168.1.173,443,56871,tcp,ipv4,https,7.987694978713989,8,486,4,4,246,240,0.5,0.5,1.0015404971420168,60.84358520137752,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.229,192.168.1.173,443,56388,tcp,ipv4,https,7.98626708984375,9,546,5,4,306,240,0.5555555555555556,0.4444444444444444,1.1269345112994567,68.36736035216704,54,78,60.666666666666664,7.180219742846012,2,7,2,1,0,0,1,0
115.238.230.17,192.168.1.173,443,56869,tcp,ipv4,https,7.97973895072937,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.8772216789573274,53.385205033688784,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.14,192.168.1.173,443,56853,tcp,ipv4,https,7.9753570556640625,8,486,4,4,246,240,0.5,0.5,1.0030898860281667,60.93771057621113,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.227,192.168.1.173,443,56341,tcp,ipv4,https,7.9752631187438965,8,486,4,4,246,240,0.5,0.5,1.0031017009580494,60.9384283332015,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.225,192.168.1.173,443,56661,tcp,ipv4,https,7.971027135848999,8,486,4,4,246,240,0.5,0.5,1.003634771737346,60.970812383043764,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.227,192.168.1.173,443,56652,tcp,ipv4,https,7.956945896148682,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.8797345226876732,53.53812952356411,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.79.49,192.168.1.173,443,56651,tcp,ipv4,https,7.954155921936035,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.8800430955464857,53.556908386114706,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.15.225,192.168.1.173,443,56676,tcp,ipv4,https,7.900357961654663,8,486,4,4,246,240,0.5,0.5,1.012612344760701,61.51619994421258,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
240e:393:3219:9550:709f:cf42:167a:72bc,240e:f7:8e00:44a:303::b,56750,443,tcp,ipv6,https,7.887411832809448,8,628,4,4,320,308,0.5,0.5,1.014274412136338,79.62054135270255,74,98,78.5,8.351646544245034,2,6,2,1,0,0,0,0
115.238.230.10,192.168.1.173,443,56611,tcp,ipv4,https,7.879919052124023,8,486,4,4,246,240,0.5,0.5,1.0152388555112897,61.67576047231085,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.10,192.168.1.173,443,56746,tcp,ipv4,https,7.861161947250366,8,486,4,4,246,240,0.5,0.5,1.0176612635232882,61.82292175903976,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.55,192.168.1.173,443,56431,tcp,ipv4,https,7.860901832580566,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.8904830704013574,54.19225542728261,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.79.56,192.168.1.173,443,56344,tcp,ipv4,https,7.851271867752075,8,486,4,4,246,240,0.5,0.5,1.018943189683547,61.90079877327549,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.55,192.168.1.173,443,56669,tcp,ipv4,https,7.8486340045928955,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.8918749423025346,54.27696077441139,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.12,192.168.1.173,443,56368,tcp,ipv4,https,7.84746789932251,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4017260269327965,84.10356161596779,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
240e:393:3219:9550:709f:cf42:167a:72bc,240e:f7:8e00:44a:303::b,56862,443,tcp,ipv6,https,7.843074083328247,8,628,4,4,320,308,0.5,0.5,1.0200082155293324,80.0706449190526,74,98,78.5,8.351646544245034,2,6,2,1,0,0,0,0
122.228.195.20,192.168.1.173,443,56665,tcp,ipv4,https,7.83386492729187,9,546,5,4,306,240,0.5555555555555556,0.4444444444444444,1.1488582051811376,69.69739778098901,54,78,60.666666666666664,7.180219742846012,2,7,2,1,0,0,1,0
115.238.230.15,192.168.1.173,443,56396,tcp,ipv4,https,7.824021100997925,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4059266786227085,84.35560071736252,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
115.238.230.17,192.168.1.173,443,56861,tcp,ipv4,https,7.811322927474976,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.8961350164360395,54.536216714536124,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.16,192.168.1.173,443,56392,tcp,ipv4,https,7.785767078399658,8,486,4,4,246,240,0.5,0.5,1.0275159684900792,62.42159508577232,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.14,192.168.1.173,443,56405,tcp,ipv4,https,7.777395963668823,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.414355145524953,84.86130873149718,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
122.228.79.52,192.168.1.173,443,56383,tcp,ipv4,https,7.762925148010254,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4169916352754546,85.01949811652727,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
122.228.79.49,192.168.1.173,443,56668,tcp,ipv4,https,7.754863977432251,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9026592884634712,54.93326526934839,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.15,192.168.1.173,443,56414,tcp,ipv4,https,7.751227140426636,8,486,4,4,246,240,0.5,0.5,1.032094641927842,62.69974949711641,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.16,192.168.1.173,443,56864,tcp,ipv4,https,7.735350131988525,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9049364127749587,55.071844548876065,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.195.21,192.168.1.173,443,56423,tcp,ipv4,https,7.722805976867676,9,546,5,4,306,240,0.5555555555555556,0.4444444444444444,1.1653795300513747,70.6996914897834,54,78,60.666666666666664,7.180219742846012,2,7,2,1,0,0,1,0
122.228.79.51,192.168.1.173,443,56339,tcp,ipv4,https,7.707571983337402,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4271679880227295,85.63007928136378,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
122.228.79.52,192.168.1.173,443,56336,tcp,ipv4,https,7.693865060806274,8,486,4,4,246,240,0.5,0.5,1.0397894863991342,63.167211298747404,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.17,192.168.1.173,443,56748,tcp,ipv4,https,7.686723947525024,8,486,4,4,246,240,0.5,0.5,1.0407554706808282,63.22589484386031,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.195.23,192.168.1.173,443,56343,tcp,ipv4,https,7.684587001800537,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4314367183848196,85.88620310308917,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
115.238.230.17,192.168.1.173,443,56612,tcp,ipv4,https,7.682408809661865,8,486,4,4,246,240,0.5,0.5,1.041340053387775,63.261408243307336,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.52,192.168.1.173,443,56658,tcp,ipv4,https,7.680694818496704,8,486,4,4,246,240,0.5,0.5,1.0415724344019428,63.27552538991802,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.232,192.168.1.173,443,56333,tcp,ipv4,https,7.672982931137085,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4336015209107045,86.01609125464226,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
122.228.79.56,192.168.1.173,443,56673,tcp,ipv4,https,7.666954040527344,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.913009255435491,55.56313468793132,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.15,192.168.1.173,443,56608,tcp,ipv4,https,7.661201000213623,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4358062136332512,86.14837281799508,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
240e:393:3219:9550:709f:cf42:167a:72bc,240e:f7:8e00:44a:303::a,56413,443,tcp,ipv6,https,7.653940916061401,8,628,4,4,320,308,0.5,0.5,1.0452131898761345,82.04923540527655,74,98,78.5,8.351646544245034,2,6,2,1,0,0,0,0
122.228.15.231,192.168.1.173,443,56675,tcp,ipv4,https,7.653349161148071,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9146322547957471,55.66190579185547,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.79.56,192.168.1.173,443,56426,tcp,ipv4,https,7.6440651416778564,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4390248900450269,86.34149340270162,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
122.228.15.231,192.168.1.173,443,56662,tcp,ipv4,https,7.6412742137908936,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.916077581323606,55.749864234836586,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.17,192.168.1.173,443,56394,tcp,ipv4,https,7.63616418838501,8,486,4,4,246,240,0.5,0.5,1.04764641024461,63.64451942236005,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.227,192.168.1.173,443,56429,tcp,ipv4,https,7.628424167633057,8,486,4,4,246,240,0.5,0.5,1.0487093827246152,63.70909500052038,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.10,192.168.1.173,443,56402,tcp,ipv4,https,7.625710964202881,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4424884514554683,86.5493070873281,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
122.228.79.53,192.168.1.173,443,56660,tcp,ipv4,https,7.625442981719971,10,600,5,5,306,294,0.5,0.5,1.3113992228349771,78.68395337009862,54,78,60.0,7.099295739719546,2,7,2,2,0,0,1,0
115.238.230.16,192.168.1.173,443,56401,tcp,ipv4,https,7.605324029922485,8,486,4,4,246,240,0.5,0.5,1.051894694890671,63.90260271460826,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.13,192.168.1.173,443,56606,tcp,ipv4,https,7.596350908279419,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4480636996391087,86.88382197834653,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
115.238.230.16,192.168.1.173,443,56857,tcp,ipv4,https,7.594454050064087,8,486,4,4,246,240,0.5,0.5,1.0534002769998314,63.99406682773975,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.232,192.168.1.173,443,56349,tcp,ipv4,https,7.589920997619629,8,486,4,4,246,240,0.5,0.5,1.0540294164470199,64.03228704915645,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.52,192.168.1.173,443,56674,tcp,ipv4,https,7.579609155654907,8,486,4,4,246,240,0.5,0.5,1.0554633933903377,64.11940114846301,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.49,192.168.1.173,443,56348,tcp,ipv4,https,7.5749289989471436,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4521588257169031,87.12952954301419,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
115.238.230.16,192.168.1.173,443,56742,tcp,ipv4,https,7.573095083236694,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.924324853057073,56.251769628901876,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.15,192.168.1.173,443,56860,tcp,ipv4,https,7.5712549686431885,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9245495005769749,56.26544103511305,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.10,192.168.1.173,443,56858,tcp,ipv4,https,7.5585808753967285,8,486,4,4,246,240,0.5,0.5,1.0583997355958836,64.29778393744994,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.195.16,192.168.1.173,443,56655,tcp,ipv4,https,7.553483963012695,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9267246788736229,56.3978161714519,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.79.56,192.168.1.173,443,56656,tcp,ipv4,https,7.531140089035034,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9294741456465074,56.565140863630305,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.10,192.168.1.173,443,56872,tcp,ipv4,https,7.513972043991089,9,546,5,4,306,240,0.5555555555555556,0.4444444444444444,1.1977686298683112,72.66463021201088,54,78,60.666666666666664,7.180219742846012,2,7,2,1,0,0,1,0
122.228.79.50,192.168.1.173,443,56328,tcp,ipv4,https,7.512614011764526,11,660,6,5,366,294,0.5454545454545454,0.45454545454545453,1.4642040683541484,87.85224410124891,54,78,60.0,6.768912897813207,2,8,2,2,0,0,1,0
122.228.15.228,192.168.1.173,443,56671,tcp,ipv4,https,7.511505842208862,8,486,4,4,246,240,0.5,0.5,1.0650327867744145,64.70074179654569,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.54,192.168.1.173,443,56337,tcp,ipv4,https,7.47437310218811,8,486,4,4,246,240,0.5,0.5,1.0703238774176276,65.02217555312087,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.195.23,192.168.1.173,443,56425,tcp,ipv4,https,7.472504138946533,9,546,5,4,306,240,0.5555555555555556,0.4444444444444444,1.20441552559231,73.0678752192668,54,78,60.666666666666664,7.180219742846012,2,7,2,1,0,0,1,0
122.228.195.16,192.168.1.173,443,56682,tcp,ipv4,https,7.471784830093384,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9368578136520712,57.01448980225462,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.79.51,192.168.1.173,443,56670,tcp,ipv4,https,7.463295936584473,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9379234133925424,57.07933915788901,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.12,192.168.1.173,443,56743,tcp,ipv4,https,7.451202869415283,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.93944563350069,57.171977124470565,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.15.226,192.168.1.173,443,56653,tcp,ipv4,https,7.435305833816528,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9414542127054528,57.2942135160747,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.15.225,192.168.1.173,443,56365,tcp,ipv4,https,7.431735038757324,8,486,4,4,246,240,0.5,0.5,1.076464642277895,65.39522701838212,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.50,192.168.1.173,443,56664,tcp,ipv4,https,7.431018114089966,8,486,4,4,246,240,0.5,0.5,1.0765684966951146,65.40153617422821,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
192.168.1.173,209.9.200.159,53454,6001,tcp,ipv4,custom_tcp_6001,7.428813934326172,9,594,5,4,342,252,0.5555555555555556,0.4444444444444444,1.2114989121498763,79.95892820189184,54,90,66.0,9.38083151964686,0,7,2,2,1,1,0,0
115.238.230.13,192.168.1.173,443,56867,tcp,ipv4,https,7.405991077423096,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9451807228527799,57.52099827646918,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.10,192.168.1.173,443,56404,tcp,ipv4,https,7.404397010803223,8,486,4,4,246,240,0.5,0.5,1.0804390942743582,65.63667497716727,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.228,192.168.1.173,443,56657,tcp,ipv4,https,7.399998903274536,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9459460861409675,57.567576099436025,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
240e:393:3219:9550:709f:cf42:167a:72bc,240e:f7:8e00:44a:303::a,56740,443,tcp,ipv6,https,7.391067981719971,8,628,4,4,320,308,0.5,0.5,1.082387554787221,84.96742305079685,74,98,78.5,8.351646544245034,2,6,2,1,0,0,0,0
115.238.230.11,192.168.1.173,443,56603,tcp,ipv4,https,7.3870909214019775,8,486,4,4,246,240,0.5,0.5,1.0829702903510088,65.79044513882378,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.13,192.168.1.173,443,56856,tcp,ipv4,https,7.385277032852173,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9478317426498245,57.68233176697503,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.15.229,192.168.1.173,443,56338,tcp,ipv4,https,7.373421907424927,8,486,4,4,246,240,0.5,0.5,1.084977924828107,65.9124089333075,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.50,192.168.1.173,443,56347,tcp,ipv4,https,7.368449926376343,8,486,4,4,246,240,0.5,0.5,1.0857100312730552,65.9568843998381,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.79.55,192.168.1.173,443,56654,tcp,ipv4,https,7.326504945755005,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9554351019793984,58.1450504918891,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.11,192.168.1.173,443,56873,tcp,ipv4,https,7.307693958282471,9,546,5,4,306,240,0.5555555555555556,0.4444444444444444,1.2315786691914603,74.71577259761526,54,78,60.666666666666664,7.180219742846012,2,7,2,1,0,0,1,0
122.228.195.21,192.168.1.173,443,56659,tcp,ipv4,https,7.271553039550781,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9626554275168214,58.584458874595136,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.15.226,192.168.1.173,443,56428,tcp,ipv4,https,7.270578145980835,8,486,4,4,246,240,0.5,0.5,1.1003251515042705,66.84475295388442,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.195.21,192.168.1.173,443,56672,tcp,ipv4,https,7.269629955291748,8,486,4,4,246,240,0.5,0.5,1.1004686688593546,66.8534716332058,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
115.238.230.14,192.168.1.173,443,56745,tcp,ipv4,https,7.254866123199463,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9648696311039486,58.71920897861173,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
115.238.230.15,192.168.1.173,443,56747,tcp,ipv4,https,7.231905937194824,8,486,4,4,246,240,0.5,0.5,1.1062090781428375,67.20220149717738,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.195.21,192.168.1.173,443,56342,tcp,ipv4,https,7.208673000335693,8,486,4,4,246,240,0.5,0.5,1.109774295439321,67.41878844793875,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.230,192.168.1.173,443,56679,tcp,ipv4,https,7.205101013183594,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9715339156511049,59.12477829533867,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
122.228.15.230,192.168.1.173,443,56663,tcp,ipv4,https,7.199224948883057,8,486,4,4,246,240,0.5,0.5,1.111230730641523,67.50726688647252,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
122.228.15.227,192.168.1.173,443,56678,tcp,ipv4,https,7.197879076004028,8,486,4,4,246,240,0.5,0.5,1.1114385106398976,67.51988952137378,54,78,60.75,7.611668673819165,2,6,2,1,0,0,1,0
240e:393:3219:9550:709f:cf42:167a:72bc,240e:f7:8e00:44a:303::a,56855,443,tcp,ipv6,https,7.173932075500488,7,554,4,3,320,234,0.5714285714285714,0.42857142857142855,0.9757549871297947,77.22403755284375,74,98,79.14285714285714,8.741176309016248,2,5,2,1,0,0,0,0
122.228.195.20,192.168.1.173,443,56680,tcp,ipv4,https,7.150707006454468,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.978924181018963,59.5745287305826,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
2400:3200::1,240e:393:3219:9550:709f:cf42:167a:72bc,853,56382,tcp,ipv6,tcp_other,7.1179280281066895,9,770,4,5,376,394,0.4444444444444444,0.5555555555555556,1.2644128971888364,108.17754787060043,74,98,85.55555555555556,10.404177698417433,5,4,0,4,0,0,0,0
115.238.230.11,192.168.1.173,443,56859,tcp,ipv4,https,7.082179069519043,7,426,3,4,186,240,0.42857142857142855,0.5714285714285714,0.9883963581388766,60.15097836673735,54,78,60.857142857142854,8.131571126147287,2,5,2,1,0,0,1,0
fe80::ca7:15fe:e814:bb3e,ff02::fb,5353,5353,udp,ipv6,mdns,7.065098762512207,4,1060,4,0,1060,0,1.0,0.0,0.5661633523404109,150.0332883702089,265,265,265.0,0.0,0,0,0,0,0,1,1,1
192.168.1.68,224.0.0.251,5353,5353,udp,ipv4,mdns,7.06509804725647,4,980,4,0,980,0,1.0,0.0,0.5661634096576036,138.7100353661129,245,245,245.0,0.0,0,0,0,0,0,1,1,1
192.168.1.173,209.9.200.159,53447,6001,tcp,ipv4,custom_tcp_6001,6.7046730518341064,10,660,5,5,342,318,0.5,0.5,1.4914970383625843,98.43880453193057,54,90,66.0,8.899438184514786,0,8,2,2,1,1,0,0
192.168.1.173,209.9.200.159,53445,6001,tcp,ipv4,custom_tcp_6001,6.455778121948242,10,660,5,5,342,318,0.5,0.5,1.5489999518419282,102.23399682156725,54,90,66.0,8.899438184514786,0,8,2,2,1,1,0,0
192.168.1.173,209.9.200.159,54751,6001,tcp,ipv4,custom_tcp_6001,6.433959007263184,12,828,6,6,420,408,0.5,0.5,1.8651035834162777,128.69214725572317,54,90,69.0,10.816653826391969,0,10,2,2,2,1,0,0
192.168.1.173,209.9.200.159,53795,6001,tcp,ipv4,custom_tcp_6001,6.188822984695435,10,702,6,4,420,282,0.6,0.4,1.6158161292913635,113.43029227625371,54,90,70.2,11.400000000000002,0,9,2,1,2,1,0,0
192.168.1.173,209.9.200.159,53567,6001,tcp,ipv4,custom_tcp_6001,5.38386607170105,10,660,5,5,342,318,0.5,0.5,1.8574013296063414,122.58848775401853,54,90,66.0,8.899438184514786,0,8,2,2,1,1,0,0
192.168.1.173,209.9.200.159,53562,6001,tcp,ipv4,custom_tcp_6001,4.656256914138794,10,660,5,5,342,318,0.5,0.5,2.1476478176354163,141.74475596393748,54,90,66.0,8.899438184514786,0,8,2,2,1,1,0,0
111.124.203.50,192.168.1.173,443,56340,tcp,ipv4,https,4.503857135772705,25,10850,12,13,6501,4349,0.48,0.52,5.550797737662003,2409.0462181453095,54,1506,434.0,565.4235934235501,2,24,2,0,8,0,1,0
192.168.1.173,223.252.215.2,56326,443,tcp,ipv4,https,4.416908025741577,19,5567,11,8,4460,1107,0.5789473684210527,0.42105263157894735,4.3016517186386265,1260.3839535611178,66,1506,293.0,447.0098315179256,2,18,2,0,6,1,0,0
192.168.1.148,192.168.1.255,137,137,udp,ipv4,netbios,4.300915002822876,11,1012,11,0,1012,0,1.0,0.0,2.5575953007162955,235.2987676658992,92,92,92.0,0.0,0,0,0,0,0,1,1,1
